node,x_body,y_body,theta_body,theta_ullA,theta_urlA,theta_lllA,theta_lrlA,theta_ullB,theta_urlB,theta_lllB,theta_lrlB,dx_body,dy_body,dtheta_body,dtheta_ullA,dtheta_urlA,dtheta_lllA,dtheta_lrlA,dtheta_ullB,dtheta_urlB,dtheta_lllB,dtheta_lrlB,ddx_body,ddy_body,ddtheta_body,ddtheta_ullA,ddtheta_urlA,ddtheta_lllA,ddtheta_lrlA,ddtheta_ullB,ddtheta_urlB,ddtheta_lllB,ddtheta_lrlB,Tau_leftA,Tau_rightA,Tau_leftB,Tau_rightB
0,0.0,0.6588408608183789,0.0,0.33517729771520005,1.1219973792584719,4.156550290658711,2.716787196818144,2.0195955228322418,2.553559433061681,3.3539073090098177,2.2909562626396656,4.884696665943538,0.0,6.7183758754265,-28.51511389217918,-42.7520712076066,0.9737585488855486,18.89072661461518,29.592598388999694,-5.651838790567106,-22.221112523165086,30.26776177126248,-0.6370509655290392,-38.566065209468526,7.856587218276541,262.87532518122634,-647.1795814531833,-700.5551335246884,1370.604516357114,392.05663120426385,-535.9689579642545,-817.2908809586385,808.3362202449763,2.9841991855819524e-06,7.171030183107295e-06,-7.306959294381083e-06,-1.237845994385187e-07
1,0.05085293513429986,0.6564866020246576,-0.05832502768711049,0.22641779030054873,0.9677733017555327,4.168751631957856,2.818083126051918,2.1014135041944924,2.9585582486762596,3.5920417693407845,2.0613619274944304,5.085293830373388,-0.2354258940451615,-5.832503132224632,-10.875951419314074,-15.422408711503005,1.220134205960036,10.129593554709215,8.181798646159598,40.499884085632736,23.813447517281368,-22.959434945481437,20.0597176932167,-23.54259087181953,-1255.0879789890796,1763.9163572234522,2732.9664199438157,24.637567242997054,-876.1133605947861,-2141.0801077278643,4615.172575262851,4603.456290957289,-5322.720003415495,28.885170543623556,25.030248027882703,-37.999996282241504,14.208510620696694
2,0.1035921451776202,0.6565106787455489,-0.020970170426944122,0.07065559019512575,0.8008842007646516,4.204822554665113,2.8974559713872514,1.9043556531856902,3.1415925965082305,3.9541773087304755,1.8429815846517845,5.273922762255494,0.0024076728916774277,3.735486971142983,-15.576225202467347,-16.688915661899266,3.6070934730554036,7.937287179219326,-19.70579166928766,18.303440884167756,36.21356600980901,-21.838041563401458,18.8628994756621,23.783364621243038,956.7993292606562,-470.0275349866454,-126.6507372553186,238.69600627257327,-219.230710623781,-2788.7599611045202,-2219.6450600068065,1240.0122625782424,112.13937558671019,26.72226910481046,12.30058431251612,-37.99998301089208,-31.82607670384032
3,0.15451698261389643,0.6572045118597221,-0.03240516319131359,0.04663280445682177,0.7557505486937856,4.205590784669658,2.936327769962397,2.343575622337902,3.001731065735974,3.3161255904016778,2.1128681126602813,5.092483960831563,0.06938331437663225,-1.1434993252093262,-2.402278676292065,-4.513365399590056,0.07682300373112752,3.887180023310018,43.92199878857639,-13.986153673761182,-63.80517455428952,26.988653951966132,-18.14388091626351,6.6975644341591,-487.8986504450185,1317.39470880687,1217.5550781619165,-353.02706198969037,-405.01073286539406,6362.779317170812,-3228.959593514044,-10001.874483008458,4882.669759791732,23.622774638980033,9.067741016253793,32.76932348874333,-37.9999953050832
4,0.20829269323742639,0.6590846721690033,0.013823068519387182,4.5956209900011875e-08,0.7011954731964134,4.2153040816396325,2.9670582799807255,2.2305062830412727,2.909255432196245,3.385192999699658,2.134397434703822,5.377572192878738,0.18801607045469712,4.622824142925314,-4.663276830420782,-5.455508696647526,0.9713299011998714,3.0730516478797942,-11.306936306717496,-9.24756529808637,6.906742381800864,2.1529326569645653,28.508829198121934,11.863278101820665,576.6324680387727,-226.0998629457929,-94.21434951240776,89.45070855207588,-81.41285465842776,-5522.894670606241,473.85893718673447,7071.193180184324,-2483.572651621053,18.98456472864412,6.800573780544138,-37.999982465170746,-9.953754224843559
5,0.26528737085312576,0.6556567104757889,-0.00902018599566826,0.013364047561114664,0.7105398475792265,4.211266905674912,2.9670586826601797,1.9348383373919595,3.1415922317617677,3.9221005658281336,1.859687466333836,5.699468497522574,-0.3427962135855364,-2.2843257464726205,1.3364003330552254,0.9344375589419986,-0.4037176486026403,4.026795062039564e-05,-29.566798382789678,23.233682956637306,53.69076354574999,-27.471000384233765,32.18963462091972,-53.081235258219515,-690.7150781294406,599.9677938193652,638.9947080701272,-137.5047727357665,-307.3011776736547,-1825.9864433905268,3248.1252448915375,4678.4027205008615,-2962.3936866434756,-2.556937629474125,1.7327630860729877,-20.329338485504316,37.99997769346773
6,0.3205615876547231,0.6541977953744875,0.012292720300634876,1.732057049611e-07,0.7011951033122356,4.215303954089371,2.967058926265921,1.7907486717571743,3.141592644995176,4.070870019128948,1.7786795646539775,5.527431664400013,-0.14589177365551784,2.131294479403135,-1.336389849471739,-0.9344761146501421,0.4037055706621761,2.4360618121156206e-05,-14.40899259054732,4.1323415508788235e-05,14.876972202465266,-8.100804800528884,-17.203714387451313,19.690479560059238,441.5628201857303,-267.2795010416159,-186.89170494306893,80.74246777219228,-0.0015907361232822483,1515.7833171947386,-2323.368360039458,-3881.3861453046816,1937.023057229417,6.771378610084897,1.3660470740406438,10.958896170740635,-28.858475682771218
7,0.3758780296688788,0.651839829746362,0.05054970859767223,1.2194242427274514e-07,0.7011956277740665,4.215304078587476,2.967058137211714,2.17494553805029,2.750747761214296,3.3161256170997944,2.208509912482346,5.531645232449218,-0.23579660676227213,3.8256995427691622,-5.126329024323077e-06,5.244619287537835e-05,1.2449812828144147e-05,-7.89054354095977e-05,38.41969379029085,-39.0844956629786,-75.47445427046654,42.983042794370796,0.4213568834564997,-8.990484986396154,169.44053791832738,133.63849722291656,93.45287350281892,-40.36931960930146,-0.010326607277833607,5282.869622748619,-3908.4544271293757,-9035.144331337884,5108.38571163302,13.150123819683458,4.021296455345772,28.347365728287883,-37.11739990206373
8,0.43342928425690985,0.6479256486318096,0.09456347385198759,4.471879725780415e-06,0.7012013350152546,4.215303292049852,2.9670543883053746,2.073611966248712,2.59507365529569,3.316125962523675,2.2774693810637627,5.755128956375697,-0.391418349332455,4.401379200287884,0.00043499399451027627,0.0005707244656537465,-7.865381017843159e-05,-0.00037489086178499754,-10.13336333852088,-15.567420052670611,3.454240905040667e-05,6.895951049027678,22.34838597446374,-15.562183714646006,57.56800073775405,0.04401205910097029,0.05182785877525405,-0.009110367837314186,-0.02959856062551471,-4855.30866360471,2351.7089902381986,7547.45346811203,-3608.7113676615277,4.876083207534364,2.231970144276376,-30.668639791311058,15.864206820791187
9,0.46465928927339545,0.6455618426566614,0.12000166731307195,8.764646221985063e-05,0.7020261911877469,4.21542803227746,2.965975216659107,1.9935151704994734,2.51055461287002,3.352155223814098,2.3121662832804524,5.779208647892554,-0.4374295785833376,4.707416075004091,0.015391712751273719,0.15264217610015446,0.023083563443349997,-0.19970403806781895,-14.8221588314869,-15.64050920389497,6.667325807885097,6.420768656294653,4.456021104682704,-8.514519733394238,56.63306656532014,2.7677868875639153,28.141290656846056,4.286239665517073,-36.88647282323729,-867.6760521442347,-13.525372621617382,1233.8027905892975,-87.93396581138346,3.0510567832386752,1.301909903535272,-5.639629740878453,-0.9320361300273737
10,0.4936726093589707,0.6430735711789495,0.14414280942968052,0.00027545209807121215,0.7038041340054432,4.215695870962365,2.9636599707614306,1.8986086322930762,2.4374338733455705,3.416943858975601,2.3354687406898327,5.802561941055634,-0.49764554118588344,4.82814348879338,0.037560466423443385,0.3555823082952289,0.0535667946580079,-0.4630410339256753,-18.98097373652797,-14.623890647984204,12.957499089805573,4.66040949804855,4.670576469935572,-12.042980665810783,24.145058008858737,4.433672739257571,40.587312445272374,6.096538995360075,-52.66647268667554,-831.7483492654122,203.3201344658107,1258.0125259936492,-352.06563826888714,2.0453831456417153,1.0842992142923116,-5.717000321510362,1.394065815304614
11,0.5227986216333934,0.6401951736786027,0.16855405538405127,2.234968189414253e-06,0.706151224153153,4.216284817062106,2.9600971792115636,1.7863304234474875,2.373706803331001,3.508095660684749,2.343527188721473,5.825147664285839,-0.575674085352076,4.882203269490606,-0.05464291201207297,0.4694136142971749,0.11778811204824462,-0.7125516078035572,-22.455430556191473,-12.745294122296961,18.23018887098968,1.6116744471230833,4.517102158752222,-15.60556204930497,10.811854444516442,-18.44050223808255,22.7660470658435,12.844142667673587,-49.90164540704094,-694.8848279343114,375.7157712026486,1054.5280374801052,-609.7412750361436,0.9537841379452701,0.7332395889360349,-5.308002985798279,3.1475634552150176
12,0.5809299872370582,0.6327330920141211,0.20849850858474034,2.1994393839353597e-06,0.7066501547925326,4.216385499639187,2.959397780693605,1.595230460197035,2.2802744263408816,3.6629204355611793,2.3352791492022553,5.813152842626039,-0.7462102565341077,3.9944565082794035,-3.552890499303388e-06,0.04989320368554065,0.01006828590867824,-0.06994004769339336,-19.110049851040543,-9.34326386888079,15.482520853167706,-0.8248062621499775,-1.1994855256603252,-17.053664884399158,-88.7749247738577,5.46395121632609,-41.952158566405984,-10.772012785657415,64.26133600280065,334.5390075368949,340.20397823063036,-274.76757138813014,-243.64875337147205,-3.716964685720969,-1.3948889421604749,3.0357150673805706,4.660952438577156
13,0.6388274095484685,0.6233217529223261,0.233152534427904,1.53717821929186e-05,0.7042258234998382,4.215893702300381,2.9628118441990394,1.443277258204668,2.2493020545787523,3.8058368595615293,2.283139276033023,5.7897530305881615,-0.9411356646507372,2.465407182964083,0.0013172367378992416,-0.2424335814732865,-0.04917982561420786,0.34140698735932434,-15.19534854265004,-3.0972429534043453,14.29166905784294,-5.21399704243055,-2.3399855684903703,-19.492577170563834,-152.9052177409022,0.13207920920311547,-29.232733042794884,-5.92482220367609,41.13478023270419,391.47086103753134,624.6032566007672,-119.0854016587906,-438.91989673175567,-6.724681706489168,-2.2914219960504503,5.032451148194775,8.284107402232967
14,0.696415084269324,0.6117843026162434,0.23712797597329685,0.0007335201331921676,0.7017084107149105,4.215083864869664,2.967058933027866,1.3402596040335961,2.2981629865958606,3.943837215689798,2.182062112758576,5.758775924742952,-1.153746724062901,0.3975447380503511,0.0718149405089731,-0.2517416479959272,-0.08098386193880446,0.4247095062658379,-10.301780537928504,4.886100373466234,13.800055868371773,-10.107731163442772,-3.0977151313073925,-21.26113714804066,-206.78654801001503,7.049780724685074,-0.9308080184921341,-3.1804083006221524,8.330264117706145,489.3575187448406,798.3355044736677,-49.16139110557562,-489.3741303982913,-8.805567210512464,-2.801574516732147,6.880965999059049,10.661941965351996
15,0.7537301826800946,0.5978477475370716,0.2176218441962086,1.3542123890188216e-07,0.7011959573935951,4.215304136895188,2.9670576863426796,1.293008441965875,2.439771801384537,4.084516921030387,2.0320295088330145,5.731516300612388,-1.3936570785970317,-1.95061537609199,-0.07333855384936694,-0.05124538988613267,0.022027227377563005,-0.000124668659148135,-4.7251215320800775,14.160897438486796,14.067986388965414,-15.003277301554535,-2.7259654852748922,-23.991062491827996,-234.81627605694854,-14.515365794946195,20.049648407340598,10.301120541208906,-42.48346537222731,557.6665290863524,927.4807517917092,26.79308225571206,-489.55516554979533,-10.412754509351833,-3.04842797445285,7.782079796038063,12.559930217611512
16,0.8119096807764764,0.5787126105008215,0.09023565320141458,0.09159373401868709,0.7988521091726803,4.193914992684893,2.9198763855875196,1.3815537131921107,2.9490239242810135,4.337247037155326,1.675886764273889,5.81795028791631,-1.9135138609298652,-12.738620146687293,9.159360612711357,9.765615980713697,-2.1389145968639034,-4.718130463380884,8.854527850530626,50.925216476073516,25.27301369012072,-35.61427738366703,8.643399440942968,-51.98568250688726,-1078.8005657448393,923.269992555629,981.6862177617812,-216.09420018867283,-471.80061825764056,1357.965049895745,3676.43220598833,1120.5028222290707,-2061.1001776487824,-10.10816366814545,-1.4041046237035917,4.052753450886468,37.99993140584641
17,0.840659376204353,0.5694641438221008,0.04156869896040843,0.1116801292921976,0.8519225827198386,4.197544466041603,2.86707241752171,1.4443291363564812,3.1415925789463524,4.403949901290059,1.57079657281265,5.749929505842876,-1.8496902540476217,-9.733374631806818,4.017272361681896,10.614077025733451,0.7258934619592488,-10.56077601826642,12.555063715373967,38.51366676695533,13.340550600777691,-21.01800327497542,-13.604133749372258,12.76470010968155,601.0481015933838,-1028.415936802362,169.6919262868761,572.9606571773108,-1168.527164139747,740.1059399071366,-2482.305806151115,-2386.4886418333103,2919.2499580902545,-5.693050452260371,3.2977882411723707,12.81725131260866,-24.200335788666585
18,0.8967919724050983,0.5535874938330559,0.04843905164792835,0.03679753551341851,0.8798741340108379,4.2474889641086335,2.7642717264608057,1.5719029104132867,3.139495611313837,4.283441030958619,1.6501471488538955,5.613261268780941,-1.5876654652277267,0.6870354705455192,-7.488261577302509,2.7951559500828367,4.994451273654898,-10.28007212551535,12.757381152731535,-0.2096968248428934,-12.050890572687287,7.935059934781119,-13.666827720363742,26.202486578087303,1042.0413162997697,-1150.5537318348433,-781.892337219598,426.85590654410896,28.07039751984077,20.231749678151875,-3872.3374965485245,-2539.1448631347716,2895.3071713746085,3.3099061904098237,2.2707393816972443,5.06699647077438,-37.999932863231926
19,0.9522371462732258,0.5371836905592557,0.02428207942084003,0.012150112162441922,0.9728321214882863,4.299273070227717,2.630668055589285,1.763654055496448,3.1403553322742277,4.097222180810178,1.7638235862517153,5.544529926516308,-1.6403840373301575,-2.4157026861468447,-2.4647479094580707,9.295819771497232,5.178422323610192,-13.360397303495647,19.175157875526434,0.08597229047703343,-18.621927130848267,11.36766944930233,-6.873149771020224,-5.271869133287414,-310.274517396979,502.3525029225025,650.0678523577188,18.39714660316216,-308.0332144567629,641.7791237496897,29.56697840170916,-657.1051419481586,343.261727784897,5.551776852125494,5.23782910638544,2.0211329870053425,-2.922900453527225
