node,thULA,thURA,thULB,thURB,dthULA,dthURA,dthULB,dthURB,tLeftA,tRightA,tLeftB,tRightB
78,0.563875522,1.52190815,1.542839874,2.490999647,2.011931582,1.979061014,-1.413959595,-3.535166563,-0.525149134,1.115185858,6.706341672,-14.03513843
79,0.580372642,1.542429096,1.532523634,2.461388639,1.990739183,2.476302027,-1.2448805,-3.573217343,-0.714522684,0.839823239,3.971417247,-9.035155104
80,0.5959982,1.566815651,1.523144751,2.43190522,1.885566334,2.942772654,-1.131767959,-3.557820961,-0.905268515,0.7629099,3.784148623,-8.371017617
81,0.610259932,1.594585476,1.514392646,2.402691591,1.720990722,3.351038458,-1.056133411,-3.525265147,-1.066906225,0.670546351,3.616670728,-8.009940304
82,0.622801156,1.625117959,1.505979862,2.373862008,1.513373702,3.684413651,-1.015186883,-3.478921495,-1.199430633,0.561406769,3.466300111,-7.678119298
83,0.633392951,1.657681591,1.49764334,2.34550398,1.278132486,3.929516573,-1.005984301,-3.42201808,-1.303313051,0.435422093,3.331505078,-7.374167906
84,0.641924771,1.691460863,1.489147029,2.317678913,1.029551194,4.07621006,-1.025266219,-3.357704712,-1.379155153,0.292862008,3.211477858,-7.097012105
85,0.648393546,1.725578659,1.480285188,2.290422369,0.780599538,4.117060488,-1.06937551,-3.289099843,-1.427776208,0.1341974,3.105988541,-6.845850947
86,0.652892526,1.759111822,1.470885858,2.263743972,0.542900697,4.046511754,-1.134235431,-3.219333795,-1.450194429,-0.040043438,3.015270233,-6.620132141
87,0.655601882,1.791099091,1.460814149,2.2376269,0.326943156,3.859965636,-1.215372611,-3.151597683,-1.447533288,-0.229399495,2.939927227,-6.41954288
88,0.656783533,1.82054164,1.449975094,2.212026877,0.142592223,3.552889392,-1.307969668,-3.089204434,-1.42084461,-0.433572818,2.880862429,-6.244016716
89,0.656782591,1.846396817,1.43831591,2.186870539,-0.000113782,3.119994328,-1.406936391,-3.035663956,-1.370939599,-0.652503848,2.839223542,-6.093758439
90,0.656037713,1.867565156,1.4258276,2.162053067,-0.089885786,2.554424509,-1.506988526,-2.994772529,-1.29818802,-0.886446464,2.816369281,-5.96928986
91,0.655102702,1.88286939,1.412546235,2.137434663,-0.112829605,1.846791578,-1.602688114,-2.970750409,-1.202338739,-1.136078634,2.813860067,-5.871522114
92,0.653962475,1.8914788,1.398274468,2.113051868,-0.137593437,1.038914162,-1.722201758,-2.942319106,-1.221802363,-1.351369613,2.618269101,-5.649682779
93,0.652783267,1.892412895,1.382852191,2.08891548,-0.142297294,0.112719062,-1.861036074,-2.912584799,-1.215604629,-1.58663872,2.442704908,-5.452276973
94,0.651952359,1.88450454,1.366154947,2.06501008,-0.100267302,-0.954316502,-2.014888706,-2.884710964,-1.183123209,-1.843140412,2.285897276,-5.277779217
95,0.652137661,1.866326059,1.34809113,2.041293155,0.022360817,-2.193632538,-2.179795889,-2.861967256,-1.122862594,-2.123581364,2.146753032,-5.124854263
96,0.655729143,1.834640651,1.328725362,2.017541868,0.433391052,-3.823539652,-2.336904794,-2.866113924,-0.764888513,-2.654586559,2.021714427,-4.989814061
97,0.665940048,1.785006101,1.308127668,1.993500731,1.23216968,-5.989497415,-2.485563653,-2.901090513,-0.362229358,-3.251004256,1.912744253,-4.875157306
98,0.686400711,1.71162239,1.284939055,1.970919179,2.469027926,-8.855354707,-2.798214917,-2.724959758,0.0986354,-3.973963118,1.807531621,-1.359508575
99,0.72448989,1.60183623,1.266370523,1.959700564,4.596294887,-13.24810815,-2.240700606,-1.35377188,0.868002696,-4.917300557,2.660396056,3.640490141
