node,thULA,thURA,thULB,thURB,dthULA,dthURA,dthULB,dthURB,tLeftA,tRightA,tLeftB,tRightB
0,0.6183430336539082,2.278532538107163,0.618343033653207,2.2785325381071404,2.2640003837182787,-4.051539674565132,5.4800887120237,0.09141292968512882,-0.3475108243295828,-0.5547097000776334,0.2597525349775293,0.6553856237214004
1,0.6448547390907216,2.232698090678801,0.6988681309745186,2.302882449885225,2.246604510469602,-3.884015555812368,6.8237046190408845,2.0634139044961097,-0.10803629800129047,-0.7915301911504251,0.9792815201691277,0.6690938441168236
2,0.6612852189802015,2.2032199173001787,0.7552324929764754,2.3189654566326126,2.0412319498359706,-3.6622052313847684,7.0023966706677205,1.9980638177370555,0.8236938784699557,-2.885894437030479,2.077105708931134,0.7872792743099712
3,0.6797241254983974,2.1677507328484795,0.8291052023658231,2.339016524879989,1.7667925811711522,-3.398612162636076,7.078389082628754,1.9212678668804284,0.9758988388800443,-3.863646948646648,2.3574393519000854,0.9135595549379051
4,0.6928610732381404,2.140811096056623,0.8876656715458832,2.3551093736822306,1.5618006668254028,-3.202748731546917,6.962026608918026,1.9132162570101272,1.1979144898002334,-4.126676836255248,2.414015358155815,0.9742801600559362
5,0.7039130903814015,2.1165432850772574,0.9422099412499395,2.3706821413425523,1.3733042647906888,-3.0154756262470754,6.777575279200565,1.935044794359454,1.6354590184389577,-4.154793100107646,2.5014175461166355,0.9941711666215112
6,0.7136001492595745,2.093570081261495,0.9957123928498433,2.386013209728888,1.1942565655525035,-2.8322218164644757,6.595980767538819,1.890071001459236,1.9195347476978715,-4.079403386827953,2.637047430391711,0.802859933216963
7,0.7218731102966867,2.0721474546787593,1.0475155003896783,2.4003208764821173,1.0266132326541388,-2.6583894002218504,6.428382224896815,1.7754755463273197,2.09218796446627,-4.072773152906771,2.7663932122644472,0.6086078853690452
8,0.7288506121358412,2.052038830246137,1.0977801716345603,2.4134853438418973,0.8642286682156474,-2.4906406497587184,6.225748252027985,1.6305420416727663,2.2437745353366623,-4.087040304370215,2.7846428869337525,0.475719052493564
9,0.7345774040454509,2.033215913109296,1.1461958648581108,2.425423576465412,0.7082837270045611,-2.327999011463989,5.988003087206893,1.4765083193011563,2.3979140693762955,-4.100153345193077,2.815474649435202,0.3895756289797499
10,0.7392400905400345,2.014969514619658,1.1942020475392552,2.436546535473345,0.5529296249758563,-2.163768524594112,5.692864105720455,1.3190278955977304,2.5512459874738926,-4.1181080580205505,2.8419598766491756,0.32298459523327083
11,0.742748962120583,1.9974896033523135,1.2408613279603147,2.446579163704202,0.4020272912727293,-2.0027525145776486,5.345964846453628,1.1494836049284543,2.692135822017162,-4.169477231835745,2.8673120742512244,0.23938697356983027
12,0.7451123939621425,1.9803252484279141,1.28642334068166,2.45557073796554,0.25432866776698315,-1.847054544058709,4.90292370362634,0.9675824212881216,2.8279241922414498,-4.32442462812107,2.8771692429340745,0.15956542436280888
13,0.7462676079652251,1.964737919952563,1.326546790892947,2.4626591463156187,0.1269768680656265,-1.71330173140566,4.410221855695406,0.7791317362852948,2.9968824080673966,-4.488933447616711,2.899103151782379,0.07472583444529803
14,0.7464880719441407,1.950985169683818,1.3597298976653123,2.467743213219408,0.02579992935410886,-1.6094238421054097,3.8832729572580837,0.5949659762833285,3.167131277988593,-4.742196464647476,2.932279950779084,0.01125147405544793
15,0.7460395240917074,1.938256245144423,1.3872520216180808,2.4711907858986035,-0.05395718119306355,-1.5312009336632426,3.3107197535210835,0.4147189725365447,3.3449358410870604,-5.045455310357523,2.967888121620223,-0.019543752494398565
16,0.7451134701356578,1.9262540099270014,1.4092122264651712,2.4731623041853457,-0.11393534575890044,-1.4766729436277626,2.7018334300935516,0.24256212784669068,3.498289200287444,-5.355871949975373,3.0227788688497865,-0.020269606728624826
17,0.7437988701916481,1.9142826419945138,1.4264272088273173,2.4736677089023056,-0.15801275681828458,-1.4389387899412398,2.069212644932912,0.06074881825516225,3.5672025068560544,-5.6143967690924,3.1704300076949163,-0.007242171430170886
18,0.7420006317289081,1.9010456473275936,1.4394669670649995,2.4724757707664726,-0.1920497151609446,-1.4136951851403048,1.3926305709224531,-0.1272975659577411,3.5480015232857176,-5.9332374420177585,3.371156351247323,0.10073756935589358
19,0.7396143617721895,1.885465281046532,1.4485391025147931,2.4695425201345453,-0.2123107015893342,-1.3862130260042493,0.8071641006960067,-0.2609765494691201,3.596648721713176,-6.18479397041901,3.775788846644928,0.45197968006883094
20,0.7369943191431443,1.8691821805455315,1.453456232022311,2.465385998924972,-0.219265373258964,-1.3626954277460184,0.4115033190900075,-0.34784975027928616,3.520950835772685,-6.436486292768392,4.122510855547645,0.7261961355656806
21,0.7350094126449856,1.8565387275634475,1.4553554886282996,2.4619190583905035,-0.21096712325914857,-1.3438179181467846,0.20186376851576618,-0.3684861079605625,3.4822588871333653,-6.506295118028384,4.489871302685166,0.9429358928810977
22,0.7327962869325643,1.8410009272247745,1.4578570375243336,2.4572575674811343,-0.18896922606987537,-1.3267055272800254,0.21359643453192728,-0.3980245337359413,3.3256360483224015,-6.800217910808075,4.875333871632876,1.15084903859024
23,0.7304800828440122,1.8237020307498544,1.4612231026627405,2.452456783025297,-0.19434419399075684,-1.4514869873993126,0.28243418623098,-0.40281622429464603,2.1471565501095347,-9.276728722164007,4.466486309082506,1.4319926723337946
24,0.730838428098414,1.801508097064388,1.4675416162714088,2.444458989931846,0.031086801986531513,-1.9253455240265411,0.5481372557141908,-0.6938163984862956,2.435544261488587,-13.562398308460745,5.746237843973376,1.676580412121517
