node,thULA,thURA,thULB,thURB,dthULA,dthURA,dthULB,dthURB
37,1.6351796820136089,2.921880954343176,0.6104492383710906,1.678039526434503,9.016638125785576,0.10197647352338741,-2.5948700024464837,-4.0292251653270545
38,1.661705379275105,2.9212675337441887,0.6028437635513844,1.6657812672965704,8.962539210953016,-0.20726339884796635,-2.5697483318743086,-4.14183752075089
39,1.6880729573638884,2.9197509027153656,0.5953326075576473,1.6531518967646022,8.909113628165368,-0.5124413824543462,-2.537879740101924,-4.267229122927
40,1.7143067824884874,2.9173181544560682,0.5879434411451727,1.6401034569537474,8.863920906631225,-0.8219803270677228,-2.4966617081203317,-4.408824785902163
41,1.7404736487448649,2.9139118698304602,0.5807162927837366,1.6265723549495728,8.841296614758148,-1.1509201153175914,-2.4419187882976283,-4.571907280425633
42,1.766725174061472,2.9093902236214406,0.5737129321608827,1.612468390842133,8.869901079132694,-1.5277799710733302,-2.3663050126428162,-4.765466575669428
43,1.7934043266914588,2.9034284551561784,0.567039830726893,1.5976482463217314,9.014387038021143,-2.014370138448112,-2.254716253706847,-5.007449843671145
44,1.8183875681330741,2.8976362067684325,0.5600042317610588,1.582974905971031,8.441372604688425,-1.9570929966847923,-2.3771980311906034,-4.957848786160784
45,1.8415513842181348,2.8920060427737133,0.5526194393606507,1.5684319246751228,7.826622609100238,-1.902327692993118,-2.4951839952580532,-4.913802881023738
46,1.8627686309352212,2.886522884818815,0.544899551506011,1.5540020937558239,7.168913017730765,-1.8526570843656702,-2.608406513554864,-4.875571467890303
47,1.8819126359723208,2.881162649162331,0.5368593819270502,1.5396675288684747,6.468403209333469,-1.8111239239644414,-2.7166237476092285,-4.843382841889186
48,1.8988621256208567,2.8758911820501383,0.5285143413457727,1.5254098009271013,5.726917271904975,-1.7811306817548673,-2.8196339848967114,-4.8174210609714745
49,1.9135067703703288,2.8706635784258743,0.5198802785572075,1.5112100994061062,4.948153046721289,-1.7663100227396082,-2.9172892086959927,-4.797815006483992
50,1.9257530126564912,2.865423920690794,0.5109732906694034,1.4970494158997405,4.137777462750511,-1.7703828800806558,-3.009505518667646,-4.784631538442635
51,1.9355297459330814,2.8601054077024406,0.5018095188685103,1.4829087311246707,3.303376301625989,-1.7970266006625646,-3.0962680216573077,-4.777874332173807
52,1.9427933733899905,2.854630776805304,0.4924049512685777,1.4687691856761989,2.4542445916971354,-1.8497759350332061,-3.1776284378997968,-4.777489367651811
53,1.9475318027324913,2.848912872703319,0.4827752559746081,1.4546122146098872,1.601027122832824,-1.9319734222739273,-3.2536948925197917,-4.783377152219303
54,1.9497670310897526,2.8428552024278106,0.4729356644266266,1.4404196285543522,0.7552420773227052,-2.0467740880921177,-3.3246149265079947,-4.795410786706939
