x_body,0.0
y_body,0.2558723851924145
theta_body,0.0
theta_UL,-0.5235987781269316
theta_UR,0.5235987789406263
r_left,0.07616583796293219
r_right,0.08772095237356427
dx_body,5.181690778681332
dy_body,0.0
dtheta_body,-5.450152241795626
dtheta_UL,-39.71689517328
dtheta_UR,46.150142020503765
dr_left,2.1981180994010208
dr_right,2.4113260088085147
ddx_body,-1.8187911734075717
ddy_body,-36.320579711253984
ddtheta_body,-0.00018768702452771343
ddtheta_UL,435.9458641923327
ddtheta_UR,-407.803328731357
ddr_left,437.52414104800187
ddr_right,371.7327443233492
