node,x_body,y_body,theta_body,theta_ullA,theta_urlA,theta_lllA,theta_lrlA,theta_ullB,theta_urlB,theta_lllB,theta_lrlB,dx_body,dy_body,dtheta_body,dtheta_ullA,dtheta_urlA,dtheta_lllA,dtheta_lrlA,dtheta_ullB,dtheta_urlB,dtheta_lllB,dtheta_lrlB,ddx_body,ddy_body,ddtheta_body,ddtheta_ullA,ddtheta_urlA,ddtheta_lllA,ddtheta_lrlA,ddtheta_ullB,ddtheta_urlB,ddtheta_lllB,ddtheta_lrlB,Tau_leftA,Tau_rightA,Tau_leftB,Tau_rightB
0,0.0,0.5971302429040192,0.0,0.26585637159711784,1.1219969108652108,4.202390544449751,2.6606521813338517,2.0560493824078936,2.6115742357519824,3.354996461122074,2.2635081059132887,5.16612343289403,0.0,4.373896476306291,-18.408985008802404,-24.53711884387858,3.1336156737134404,9.887002676529768,19.982109957403672,-8.349979525113794,-17.53646960691467,24.904473979646298,0.9965790389281539,-20.37857499372736,13.119918013519117,56.92246950876985,-238.63789465267618,-238.63593067040765,474.4461663282644,145.61119546095674,-273.03147133546014,-339.5353775727169,395.65635250843604,1.7383221412125596e-06,2.690657912201907e-06,-3.4908617924213064e-06,4.636583887951991e-07
1,0.10459913073463191,0.5956647920686351,-0.009909548577616641,0.13620145148028254,0.9086731551763134,4.201442575308924,2.814970091471172,2.2196070902827283,2.8181731851907905,3.316140008000587,2.1809440953087154,5.2299680951331675,-0.0732727037042917,-0.4954785239046726,-6.4827603329554035,-10.666211357122922,-0.04739856179374419,7.715912559286647,8.177903467177451,10.329970301514669,-1.9428269497858497,-4.1282096537078266,3.192240166912654,-3.663643281986783,-243.46928808568572,596.3125516627096,693.5469070992674,-159.05106328344232,-108.55474577171594,-590.2116288984305,933.999555501172,779.6838559834167,-1451.6373898341008,12.647599364263971,7.951843461378021,-8.307781829911443,-5.2237480831791325
2,0.21303838786764523,0.5915842316254897,0.008948257629876251,0.04447765695254284,0.7646800547085116,4.208669309951307,2.9219852708612475,1.9264952416784729,3.0271216528692957,3.8456098214139307,1.933657961644385,5.421975389057849,-0.20402849375073187,0.942892489785609,-4.5862003269754785,-7.199671664781905,0.36133756731832617,5.350771337329198,-14.65562630537139,10.44744753225812,26.47355186189504,-12.364335262262538,9.60038688666265,-6.537804613867825,71.91871691814295,94.82821948587446,173.32738524767197,20.436853693547928,-118.25733443903707,-1141.679127515794,5.8738751141052665,1420.8222246864937,-411.80723228301815,8.180667720872858,3.839897383627962,-13.269086184188797,-2.230798635258936
3,0.2674864348032897,0.5885554710071422,0.019954421473422825,1.2057708404914863e-06,0.7012184299909047,4.215308046430824,2.967027096804736,1.7885742111965635,3.141591739395945,4.073062050892877,1.7774225644048904,5.444686304785332,-0.3028694762675419,1.100592453169362,-4.447548411069593,-6.346024484363653,0.6638592130554101,4.504084657929081,-13.791803160438642,11.446759755329737,22.744728388525235,-15.623200014465372,2.2710421914070036,-9.883883337392882,15.769653444420731,13.86489011364,85.36286191927942,30.251506787611184,-84.6668269519891,86.38043624468271,99.92904945871798,-372.87423959238015,-325.8793893275651,2.3232254476707337,1.2418720084609003,-2.904096098128075,-1.0744226321775847
4,0.3741742606837098,0.5782375857431737,-0.013233798239082174,5.916773281203368e-06,0.7012065182320296,4.21530367100281,2.9670485138014757,2.329537864808893,2.9811995088678236,3.3161264995081368,2.119976441978441,5.3344034966561065,-0.5158954433273438,-1.6594147815947664,0.00023555066086598263,-0.0005955893061792679,-0.00021877190111217748,0.001070852286601316,27.048244554424613,-8.019629871590688,-37.84686414526619,17.127733058967646,-5.514153020279689,-10.651322718264405,-138.00067741959634,222.38970681077754,317.272170524092,-33.20397520308403,-225.15120532340327,2042.0070569059283,-973.321707853567,-3029.586556975082,1637.5503996256268,2.44964694406702,1.550033364498571,11.566325730698114,-7.36462961552209
5,0.4848128561045541,0.5641014119608969,-0.030055035585883683,0.006194028583018311,0.7063794679567712,4.21360597950843,2.965861251511733,2.2454792918447595,3.054741782923907,3.4955987471001464,2.0581351580652143,5.531947138890123,-0.7068109081850026,-0.841064507907689,0.3094065618855282,0.2586482982774319,-0.08488484121953292,-0.05936330086141865,-4.202941843570418,3.6771252473382083,8.973640552831434,-3.0920739033949642,9.877213121746843,-9.545803212449567,40.91764214750938,15.45859909434292,12.962235074820212,-4.233316756648468,-3.021717144245769,-1562.564225654839,584.8395920820462,2341.0325847035797,-1010.9935221870957,3.029349299770061,1.2265270794409024,-11.2978216841706,3.426080849459051
6,0.5402587127372712,0.5561575466909479,-0.03373602966397914,0.006087611103082164,0.7067236150863162,4.213720222286742,2.965272399018402,2.1905775701187404,3.08637064919755,3.590720149429306,2.0191306944720684,5.544368353046773,-0.7943553924204977,-0.3680849808045423,-0.010641330909130746,0.03441336413071904,0.011423830076815161,-0.05888294142995809,-5.489956995017478,3.1627626636190507,9.51176742140951,-3.900293488220674,1.242072732913716,-8.754105308432951,47.296098950743314,-32.00353490837674,-22.42261456552119,9.63048966483773,0.04803406046225541,-128.6964709165337,-51.43424241877598,53.8105777647581,-80.81879080890806,1.0284869876193679,0.3387896073774775,-1.4742457092799568,-1.3070306061820909
7,0.5957814619147129,0.5473381471210537,-0.03378624373211548,0.004110261072874931,0.7055055475956562,4.214349001348637,2.965040426734958,2.129108861189986,3.111049376722831,3.683817187333008,1.977566357962218,5.552076236175732,-0.8819083978147596,-0.0050212271285501545,-0.19772792730831396,-0.12180239035605464,0.06287565617819782,-0.023196398259090818,-6.146650934395669,2.467784442630568,9.30937065366893,-4.156284917939737,0.7707607311509442,-8.754987241387266,36.305076187045415,-18.707990172736707,-15.621016449139761,5.144998495884911,3.5685266170273007,-65.66704403649402,-69.49533520176509,-20.23895252124538,-25.598226936956245,0.9529556419845191,0.2884660383731403,-1.0284342292628985,-1.2609572323747147
8,0.6513373603756315,0.5376447154096281,-0.03133402177801179,0.0016155583079709842,0.7036199960101969,4.215072109501727,2.965237432245857,2.0662813446933503,3.128336264848752,3.769106445885019,1.9367939683248236,5.555401351757401,-0.9693102825202907,0.24521387532270955,-0.2494618122705664,-0.18854876110117488,0.07230836189194838,0.01969988267436097,-6.282538483622978,1.7286301603055796,8.52863647923069,-4.077100628033196,0.3325002764583819,-8.739891926701894,25.022661228182663,-5.173212969512783,-6.674410612280662,0.9432385673640524,4.289482551536853,-13.58829387297998,-73.91292037287701,-78.07076850873938,7.918160328091872,0.8829582372344522,0.25230716614875476,-0.6139497020539968,-1.2021764633351186
9,0.7068865914718234,0.5270811008247692,-0.02756694429045473,2.0129276932037865e-05,0.7021595766636843,4.215483678255063,2.9657210307219692,2.006015425821002,3.1382698763255945,3.8432577057951742,1.8997815111704413,5.55473996978475,-1.056326631385895,0.37669532910679693,-0.15953764314614458,-0.14603711980590312,0.04115551843565138,0.048358253239096524,-6.026393196988592,0.9933283976366535,7.414881522294797,-3.7011236893518062,-0.0661360167599143,-8.701348003026483,13.147711898211018,8.992120442137892,4.251023973222668,-3.1151816380587665,2.865742572911188,25.61368418000543,-73.52775205614431,-111.37182376340411,37.59645431265011,0.8159765258248927,0.22756125576444944,-0.22906524804756995,-1.123130553989771
