x_body,0.0
y_body,0.4410587220731999
theta_body,0.0
theta_ullA,0.14859385700912486
theta_urlA,1.1219971109634135
theta_lllA,4.280159385916467
theta_lrlA,2.567430606972154
theta_ullB,2.1765061085519686
theta_urlB,2.874561447976591
theta_lllB,3.425921493511893
theta_lrlB,2.1389111604865407
dx_body,8.119406640280507
dy_body,0.0
dtheta_body,0.7141350809304056
dtheta_ullA,-26.341884857164544
dtheta_urlA,-15.214804700861569
dtheta_lllA,21.62721925789219
dtheta_lrlA,1.461032309226133
dtheta_ullB,17.64337857535403
dtheta_urlB,6.3532604147140415
dtheta_lllB,-8.616726261885193
dtheta_lrlB,6.633758230189527
ddx_body,-2.02091794465551
ddy_body,-16.351809429173855
ddtheta_body,11.128687537949148
ddtheta_ullA,105.02044514486258
ddtheta_urlA,-193.38031703396388
ddtheta_lllA,-587.2516561530734
ddtheta_lrlA,359.99894764332544
ddtheta_ullB,151.09035142349103
ddtheta_urlB,-124.71033513463117
ddtheta_lllB,-317.1183586846639
ddtheta_lrlB,204.65452916627666
