node,x_body,y_body,theta_body,theta_ullA,theta_urlA,theta_lllA,theta_lrlA,theta_ullB,theta_urlB,theta_lllB,theta_lrlB,dx_body,dy_body,dtheta_body,dtheta_ullA,dtheta_urlA,dtheta_lllA,dtheta_lrlA,dtheta_ullB,dtheta_urlB,dtheta_lllB,dtheta_lrlB,ddx_body,ddy_body,ddtheta_body,ddtheta_ullA,ddtheta_urlA,ddtheta_lllA,ddtheta_lrlA,ddtheta_ullB,ddtheta_urlB,ddtheta_lllB,ddtheta_lrlB,Tau_leftA,Tau_rightA,Tau_leftB,Tau_rightB
27,0.6645753417120255,0.4109220251944101,-0.20801986028686306,0.31028112596047164,1.6929996355223278,4.476066462304923,2.087589524080273,2.2937786956780406,3.138515260565001,3.50819610626027,2.028416972584808,8.257229936301439,-0.30077270081270313,-6.420051676920198,11.627096711248567,23.118090974267822,4.840298441498567,-14.59472871242953,1.7985818964410283,-0.6420893661910929,-2.831001073613827,0.9887113196706244,-2.323873294950056,-9.901652310623504,-28.733500279512125,143.89934043901508,190.4862466985046,13.944094620517689,-16.458035319101036,147.7175033715981,-120.18920237574027,-295.16868832480293,114.8916475104154,1.4060332914236673,3.642726492787646,-0.5078109622998074,-3.5251673401988293
28,0.6769566820861559,0.4104484224710097,-0.21768794767306088,0.3280187755845864,1.7280704376197469,4.483352656736666,2.065680080167674,2.2968067333608526,3.1372286116899186,3.5032369622669686,2.03018230441133,8.253926306685281,-0.3157236502242904,-6.445156857088271,11.824669092947827,23.379683239567733,4.85728605131029,-14.60576399732083,2.0186182701200965,-0.8577346778786769,-3.305975591339978,1.1768450234519323,-2.2023395345238668,-9.96693661019615,-16.73617724429087,131.71012422768695,174.3884922746909,11.324660761741796,-7.356588665988399,146.68557347248029,-143.75830542309166,-316.6381464688855,125.4179014462098,1.3180576012213732,3.5994190771927856,-0.4924763524762351,-3.734302913632707
29,0.7139848469435869,0.40890741245343143,-0.2461051244615723,0.38495546430224525,1.8428857120140296,4.508190486678697,1.994359636750613,2.3130773116028074,3.1221299168964527,3.469023868088947,2.043804878895862,8.22851128019668,-0.3424479274454644,-6.314951352731793,12.652643931293335,25.514599066138565,5.519538023030075,-15.849045596115788,3.6156973243133517,-3.3552778243977186,-7.602937722088784,3.0272498851316816,-5.647804393038846,-5.9387500681228795,28.934662721368092,183.99508383083614,474.4274805096923,147.1676449699923,-276.2858137727072,354.90775909078667,-555.0116251517545,-954.8839781712487,411.2025895932826,3.6692156615002136,9.810699524758661,-1.0824259254551305,-12.027950377648672
30,0.750941605580776,0.4072129866810309,-0.27176826654201286,0.44317991426485975,1.963660216202106,4.535703513977413,1.9201838272446852,2.336512077889579,3.0924253905604266,3.411312000453565,2.066381218631449,8.212640253569903,-0.3765403086811043,-5.702939366300979,12.938809547646569,26.838867673363136,6.114026333024507,-16.483567862915987,5.207743104019769,-6.601027733395056,-12.82490198623879,5.016981015866878,-3.5269064968642705,-7.576109832157131,136.00311447149292,63.59256998489193,294.28288819916463,132.1089512440082,-141.00541557954313,353.78912377845415,-721.2801484388978,-1160.4403497471765,442.16393917223286,2.9462038904621464,9.210100085892721,-0.7441660699864268,-13.736513828242545
31,0.7878915433598874,0.40530790662088567,-0.29243815842291987,0.5001047300020134,2.0867208356190696,4.565609208889315,1.8451385650764107,2.3658769998323246,3.0461030550723054,3.327609544317392,2.096302389332253,8.21112257440953,-0.42335242839723436,-4.5933234542513395,12.649998014548402,27.34688854298129,6.645730449195313,-16.67677629056132,6.525558308143098,-10.293884035737404,-18.6006030976809,6.649169523988396,-0.33726307440506337,-10.40272531052478,246.58207325874275,-64.18053836379761,112.89387429363934,118.15683418186195,-42.93533838375337,292.8487251092042,-820.6372614071302,-1283.4930890198955,362.70967450194036,2.162930661373534,8.54499228314946,-0.4089738299596262,-15.210908236784435
32,0.8238544298913607,0.4057609008619896,-0.32168957994911057,0.5883259855953543,2.2245384953086753,4.578630699511992,1.7790221561489226,2.326679675451814,2.9770105287744526,3.3161260031347313,2.1214425496894256,7.991760810575319,0.10066549080550863,-6.500322603471898,19.604743698578986,30.62617820593155,2.893667569273545,-14.692550480903437,-8.710525518840711,-15.353910579107403,-2.5519006743215606,5.586708067446018,-48.747108940064805,116.44854667210011,-423.77802608263,1545.500635954555,728.73178831057,-833.7926116228457,440.93952389161404,-3385.799900365824,-1124.45150347943,3566.3819970441646,-236.1027895720002,0.8427833718049415,7.863149585344084,0.3779280059888705,-17.228171259140677
33,0.8594126371498413,0.40766328324058604,-0.35033894011068284,0.6909794679451555,2.363475036209251,4.57935654015639,1.7233494246410852,2.1930974248178585,2.91884334949132,3.443353054641602,2.11839176383059,7.901833252490313,0.42275214351707485,-6.366532067875599,22.811912153476968,30.87482366289183,0.1612981132094745,-12.371732857276603,-29.68497996338495,-12.926055245752085,28.27271180758206,-0.6779532210478941,-19.98392561317572,71.57489701544384,29.731265565735036,712.7049504782542,55.25461184269413,-607.1939361022368,515.7378643425931,-4660.995431461607,539.5240504080118,6849.9220484897405,-1392.148612138026,0.3726654926027233,7.196428582212319,0.023231360943500593,-19.974467087620187
34,0.8948122752349702,0.4100184870302701,-0.36835720621634027,0.7905929522513747,2.4917706828561785,4.574865705387825,1.6771023747734555,1.974719740798356,2.9072687082629987,3.699909034959941,2.0396126559572356,7.866630634666352,0.5233815735139564,-4.004081730707875,22.13645476783436,28.51030459068545,-0.9979689137116943,-10.277180189717031,-48.52864808685677,-2.5721570105609772,57.012761809193506,-17.5065672105998,-7.822848107329999,22.362221750934673,524.9919264866365,-150.1024883228969,-525.4516479784488,-257.61634867017807,465.45877505646604,-4187.50543644294,2300.8792589715536,6386.7138200912195,-3739.7131018917944,0.3376769018251479,6.597810094710458,1.4632923079534628,-24.179244371214736
35,0.9300942460782747,0.4123697254661468,-0.3693119685135913,0.8748182252712008,2.6012722882293153,4.570892260524611,1.6388689911853038,1.8063847715440595,2.8527753769053277,3.8459440618537757,1.994531559721931,7.840447968566114,0.522498096834053,-0.21216967008993834,18.716751217868506,24.33372112956841,-0.8829888739594529,-8.496318304225907,-37.40781867288887,-12.10964464091811,32.4522696034864,-10.018034167326123,-5.818377667987257,-0.19632840157904086,842.6481996907825,-759.9350917925318,-928.1308421997123,25.551152544875134,395.7475905869191,2471.2985783803347,-2119.444399769088,-5457.894120383677,1664.120577261272,-2.2254831815023883,5.0199333865685425,13.5058612781166,-33.1362778551833
36,0.9501665714760856,0.41369109573623547,-0.3668565771839262,0.9210548581347283,2.6592726535221236,4.567099714042197,1.6202991291933524,1.7221394601253408,2.8093469080364684,3.9043405271290164,1.9816456753585618,7.833039289609563,0.5156525233930452,0.9581937506223542,18.043418221923304,22.634105971589257,-1.4800061784389653,-7.246716845347033,-32.875953395025974,-16.947558202422375,22.78868032525884,-5.028597160478865,-2.891168422224119,-2.6714217042921957,456.7234974459563,-262.76197240229834,-663.2590916007249,-232.98047983390524,487.64540877853017,1768.5184986382872,-1887.9510099577474,-3771.1263142066878,1947.0816327005264,-1.3579058992606519,2.346003755182892,11.655127615552965,-21.1330172267612
37,0.961917381924797,0.41444285412877735,-0.3647428227912666,0.9479360759544824,2.691990398870196,4.564179651840727,1.6105289846507738,1.6752229871961626,2.780169976926927,3.9327435597020637,1.97796317311072,7.833846461099287,0.5011705234042783,1.4091647074763853,17.92074972245095,21.811754578872364,-1.9467013822591785,-6.513407103567159,-31.27754013458771,-19.45121994060286,18.93528937242389,-2.4549929835187707,0.5381124600618352,-9.654633172478967,300.6462617901323,-81.7787160021167,-548.232360289818,-311.12905674177654,488.871465555966,1065.6051442844605,-1669.102036241739,-2568.918391701945,1715.730167033719,-0.7083118434734099,1.22747482517176,6.64958729487858,-12.80823664780556
38,0.9736691966516364,0.4151721847253322,-0.3619261003072299,0.9746191711751641,2.723410989745583,4.56056026102919,1.60182674224935,1.630192408609834,2.7483540209599826,3.957022709163304,1.9772855343345108,7.834520639161464,0.486219000580056,1.8778095935750219,17.78867903232898,20.947000393536484,-2.4129202742976688,-5.8014782640534195,-30.02029946253737,-21.210576363869937,16.186053131092226,-0.4517578860379288,0.4494507499788705,-9.967653241310694,312.4290263181105,-88.0468737501241,-576.5011336795757,-310.81170159197313,474.6178625541332,838.1580396324695,-1172.9009119117,-1832.8188943833484,1335.4862275409032,-0.6754261706913504,1.1654068759444243,5.430435423385072,-12.07739535653617
39,0.9854245990147144,0.41587904631019745,-0.35837487072513363,1.0010502964039694,2.753456909586287,4.556243731506402,1.5942039264861536,1.5867644050597958,2.7139149674828347,3.977590404140056,1.9795702518904355,7.836912567164587,0.4712397131619416,2.3674796388279105,17.620699919257493,20.030556123812854,-2.877678144809683,-5.081862688035812,-28.951919830250166,-22.959303532137525,13.711757561543031,1.5231406950972806,1.5946141228061728,-9.986163143415853,326.4457662001853,-111.98575613080305,-610.9611047479808,-309.8376970527296,479.7423496904612,712.251057698552,-1165.814788661154,-1649.5256772140606,1316.595300726206,-0.6851125086506709,1.096723902093733,4.662798348365447,-11.881841262860867
40,0.9971876394162926,0.4165609365977539,-0.3540228501607844,1.0271217753794932,2.782016928053893,4.551258453799124,1.587664718618071,1.544494843509007,2.6767095451337863,3.9948856687290353,1.984787913594933,7.842007367707246,0.4545923907795335,2.901339803734852,17.380942616302832,19.039964804913062,-3.323510178992117,-4.359461034716136,-28.179637389204895,-24.803553011749578,11.530147623655765,3.4784324572568175,3.3965252203980545,-11.098187230397178,355.90588857995664,-159.8378031567258,-660.3925648471579,-297.2206145232203,481.5999005679442,514.8536760798153,-1229.49658534434,-1454.4029963613716,1303.5245890012484,-0.6571257340933978,1.0410486648882091,3.0730170939346033,-11.417146183417996
41,1.0089599583171491,0.4172180265878555,-0.34885037087954446,1.0527886712163432,2.809034825015,4.5456124946893475,1.5822075728036413,1.503285032029659,2.6367447303724756,4.009080056386014,1.9929765325166797,7.848193072350975,0.43805890340395004,3.448310940587324,17.11122131433827,18.011886489434623,-3.7639633741916754,-3.6380881571685517,-27.473139293022474,-26.64314354622992,9.462901558643498,5.459065697676602,4.123792834816574,-11.022297490889196,364.6465172387782,-179.81375388920114,-685.3838382500192,-293.6347328314878,480.91405506684123,470.99755883139653,-1226.3906380943192,-1378.1606141415264,1320.4188747554128,-0.7176005754419722,0.9679097528732467,2.870648740425598,-11.478278341169775
42,1.0207431070499666,0.417850365495547,-0.34283943789340043,1.0780054151967402,2.8344595156519703,4.539317438522092,1.5778264194824505,1.463062067026119,2.5940227298660288,4.020305912683807,2.004187141744321,7.855412916164464,0.42155822144910976,4.007278672978542,16.811120767364898,16.949751526337955,-4.196693655110167,-2.9207616034861577,-26.815243190067168,-28.48126270765284,7.4838855518378615,7.473720863729222,4.813217216482314,-11.000427228128375,372.6442264550057,-200.06653283403813,-708.0882111401678,-288.4861351597086,478.21651094078567,438.5963091729175,-1225.409721077007,-1319.340717295666,1343.1000975952857,-0.786612469150449,0.8978219352247514,2.7352933626559826,-11.573704008723585
43,1.0325385727487302,0.41845788228098396,-0.33597361652578883,1.1027259677564392,2.8582451613562676,4.532388233841646,1.5745109063055482,1.423773574612559,2.5485389050481095,4.028664105036836,2.0184858510814907,7.863624136291628,0.4050101775681851,4.57720279984164,16.48032716430105,15.857057485843763,-4.619458236072986,-2.210336591018434,-26.192262782313353,-30.322474057683173,5.572114302357471,9.532449055688746,5.474133063448355,-11.032001668581234,379.9484678528101,-220.52851728070743,-728.4608721563959,-281.84234923229127,473.6154907094566,415.31923333584194,-1227.4711640787793,-1274.5109794230714,1372.4820294338967,-0.8625816891414405,0.8316170403212139,2.653817734570197,-11.699400024240418
44,1.0443477701695896,0.4190404786543206,-0.3282397393614439,1.1269062919328603,2.8803530496978995,4.524842121035812,1.57224668383766,1.385386974606615,2.500280905186446,4.0342275483342664,2.035957066044167,7.872778551822769,0.3883966089255284,5.155905189148393,16.120175721340274,14.738555293745824,-5.030729263824731,-1.5094778625902732,-25.591002540984718,-32.17191928671551,3.7089529038547715,11.647447453921348,6.102928393824348,-11.075684673381113,385.80062607601826,-240.10036029555167,-745.6662594666559,-274.1799980878343,467.2379814127568,400.8391564048784,-1232.9603962906137,-1242.1044863562713,1409.9953987841463,-0.9457982662816855,0.7696620078541062,2.651332662426014,-11.86353177098826
45,1.0561719462642574,0.4195984959470522,-0.31963744252895737,1.1505168430801365,2.900761093238937,4.5166934399859855,1.5710160049436566,1.3479022279417836,2.449234971354527,4.037036094403949,2.056708451484355,7.882763934709077,0.3720105785700762,5.734849911222606,15.740327239060694,13.605327619892975,-5.4324401616436395,-0.8204505010064688,-24.9897672992613,-34.030535658653314,1.8723592654416552,13.834221634852597,6.656904925996885,-10.92399234287914,385.96216250659285,-253.23167490018196,-755.4831867980904,-267.80658137647913,459.3504014516383,400.8224709940381,-1239.0744173522594,-1224.3926324919687,1457.8457313885237,-1.0419668659927008,0.7108448588332663,2.8939230230596893,-12.11181318686669
46,1.0680123482408963,0.42013216684527904,-0.3101689774690663,1.1735290941993477,2.919454065639264,4.50795935450678,1.5707972802691859,1.3113341906048568,2.3953717103485803,4.037107957339699,2.080875256190544,7.893580688512299,0.35577966901617947,6.312293543248877,15.341460652450433,12.461949031902524,-5.822708435616932,-0.1458160685683028,-24.378627846341224,-35.908746825969686,0.04790849862789243,16.111161032217897,7.211150356378109,-10.820578090541945,384.9614152847243,-265.91036280453267,-762.2503999126768,-260.17816936052094,449.75511289279825,407.4252371731784,-1252.1375058488684,-1216.2973325125756,1517.9556311868976,-1.1416900369756289,0.6581923626731243,3.1799315927145457,-12.386149627544972
